idx,question_id,heuristic_label,model_label,confidence,correct_label,title,content_preview
4564,psy525_105689,2.4,1.9,0.116,,拿不起放不下,老公出轨回归自己依然有阴影
5119,psy525_106292,1.8,1.17,0.185,,自卑自己生殖器小,"看片子上面的XX都很大,我只有11CM长。我没有交往过女朋友,有手淫习惯,大概一周一次。"
6223,psy525_107710,2.6,1.17,0.142,,暴饮暴食怎么办,"最近发现自己暴饮暴食怎么办,看见东西都拿起来吃,心情没什么不好,而且知道自己饱了还是想吃"
843,psy525_11037,2.1,2.1,0.135,,"男性恐惧,爱和女生交往,是同性恋吗","我的表姐,真人真事,她小时候被男生欺负过,所以对男生有了阴影,自那以后对男生有所抵触。上大专的时候,她和学校的另外一个女同学谈了一次恋爱,开始怀疑上了自己是不是"
174,psy525_10303,2.4,2.4,0.284,,他还爱我吗?我们还能和好吗?他还在乎我吗?,"我们还能和好吗?我跟老公在一起12年了,我们是同学,我和他都是对方的初恋也是唯一,他对我很好,我性格很强势,每次吵架都是他认错哄我,我们才开始出来打工钱不够花的"
7642,psy525_109421,2.4,2.2,0.107,,"自我否定,无法与他人建立平常关系,暴躁。不爱说话,不会说话。",心理阴影问题。精神问题。希望得到根源改善。不服用药物。
308,psy525_10448,1.9,1.9,0.133,,这个男人可不可以嫁?,"你好,我和男友是三年前认识的,刚见面他就特别喜欢我,追了我五个月,这期间我一直是决绝的拒绝状态,原因是他长相太普通。后来他去追了另外一个女生也没追上,据说是室友"
6737,psy525_108384,1.3,1.3,0.245,,我想请你测测他是什么心理,"我爸平时爱跟我发脾气,就是没什么事都发脾气,我就跟他说你这么急干什么,他就说你爷爷从小就爱急,他有很多时候都是这样,就是别人对他怎么样,他就对另一个人怎么样,他"
3740,psy525_104752,2.7,1.1,0.144,,强迫性思维,"高一女生,重点班,胡思乱想,如A二B,为啥B=A,咋能不胡想"
7693,psy525_109476,2.9,1.8,0.139,,情感问题解答,"分手后发现原来对方一直有别人在,现在每天都能想到画面感觉快精神分裂了无心想其他"
1410,psy525_101794,1.15,1.8,0.316,,我分不出是否喜欢一个异性很模糊的感觉,我心里一直忘不了他却不知道我的感觉我想知道我怎么了
4990,psy525_106157,1.9,1.3,0.119,,我发现自己满脑子都只想着赚钱怎么办?,"家里一直催着相亲找对象,可是我不知道为什么对异性一点兴趣都没有,总觉得自己有钱就够了为什么还要一个男人?关键是我现在二十几了,人家都说女人一过25就老得快,是真"
5951,psy525_107320,2.9,2.1,0.146,,别人可以听到我心里话自己幻听自己伪造的,"主要有什么方法可以让别人别听到我的心里话,我需要个人空间,我现在都被逼的想到死了。自己在医院心理科查过精神分裂,但是现在主要的问题是为什么别人可以听到我心里话,"
7706,psy525_109489,1.9,1.9,0.187,,老公经常自拍生殖器是心里障碍吗,老公经常自拍生殖器是心里障碍吗
2385,psy525_103164,2.7,2.1,0.256,,"最近身体不适,总担心自己得了大病,心里负担重,吃不好,睡眠差,早醒白天没精神,总爱躺着,不爱见人","检查结果,乳腺,甲状腺,肺部等都有小结节,大夫就让定期复查,但自己就是总担心,可咋整"
2089,psy525_102782,1.16,1.3,0.109,,"儿子离家出走,我该怎么办?","您好!我儿子昨天离家出走了,把我和他爸爸的电话也拉入黑名单,无法联系,我该怎么办?"
894,psy525_11090,1.9,1.9,0.253,,喜欢美腿的女人,"老师你好,我有个问题隐藏在心里好多年了,我一直喜欢穿丝袜或穿黑色紧身裤的长腿美女,经常喜欢看这类似图片和视频,在和老婆做爱的时候都喜欢她穿着我喜欢的这些,只要她"
2378,psy525_103157,2.9,1.17,0.237,,最近不说话也不上班,一个28岁小伙最近不说话也不上班
4408,psy525_105516,1.17,1.17,0.235,,请心理医生帮忙,"我有恋物癖的顷向,但不是特别严重,直说就是""异装癖""我在网上买了全套女式衣服还有高跟鞋及丝袜,晚上没人的时候拿出来穿在自己身上,觉得女装就是漂亮、好看,吸引人。"
2589,psy525_103398,2.8,1.17,0.148,,"积压了好多年的痛苦,是因为老公吸毒,现在无法隐瞒,自己不知道未来在哪里?","想要指导该怎样做,这样还有希望过下去吗?"
3967,psy525_105031,2.9,1.9,0.144,,总是猜疑妻子出轨,妻子生完老二后我们就分居睡!分居六年了!以前也没有感觉什么!一直都很信任她!但是今年开始总怀疑她出轨背叛我!电话微信等联系手段都调查了没有发现异常!但还是怀疑
7748,psy525_109539,1.12,1.8,0.144,,"他的性格是怎样的,为什么会有这样的性格?","我宿舍有一个人,天天就知道打游戏,一有时间就打游戏,我问他,你以后想从事什么职业,他说想打英雄联盟职业。我们宿舍有个人挺有钱的,然后他平时一口一个郭少一口一个郭"
1295,psy525_11534,1.12,1.1,0.273,,现在在学汽车维修但是完全不感兴趣,"想学们技术老爸让学汽车维修学了一年还是哪样,感觉学不进去对这个完全没有兴趣,也不知道对什么感兴趣怎么办"
888,psy525_11084,2.4,1.8,0.194,,中学时人缘不好带来的阴影,"我高中时经常迟到人不成熟,高三时被两三个不愿读书的同学嘲笑,使自己当时的性格受到影响,与当时的同学都不熟,交流很少。班上有2个好朋友,一直在联系,其它人都不联系"
3264,psy525_104207,3.2,3.2,0.202,,"讨厌自己的生活,很想自杀","感觉很痛苦,从此家里条件很差,父母感情不好,脾气暴躁,动不动就吵架,以前经常交不起学费。家里兄弟姐妹很多。没有得到过太多关心,一直还要照顾爷爷奶。好不容易考上个"
781,psy525_10969,1.13,1.17,0.352,,你好我最紧总是很在意别人的想法想让别人在意自己,我描述的问题应该怎么解决呢
4257,psy525_105354,2.7,2.7,0.284,,这属于不自信还是强迫症呢?,"不知道从什么时候开始自己要不停的照镜子,总觉得自己鼻子不干净,看看自己鼻孔是否干净,怕别人看到后会被笑话邋遢,现在都已经影响到正常的社交了,以前只是工作时,现在"
3997,psy525_105065,2.2,2.2,0.324,,"紧张,焦躁不安","下周就要进行体质达标测试了,要测800米,十分紧张,坐立不安手脚冰凉,严重影响了学习和生活"
4646,psy525_105780,3.2,1.2,0.241,,我怎么老是招小人??,"我的身边到处都是小人,让我很困扰。都是什么同事,同乡,同行,同性,同龄,那些都是'小人高'发区。我先说我一下自己的情况吧!我是一名初中毕业生,家庭背景是农民,父"
1455,psy525_101851,1.16,1.17,0.143,,"丈夫灵魂出体,每天夜里都说不要我,是真的怎么办好","真的每晚都说,只有我能听懂他说话。他自己和孩子都不信。我快疯了怎么办?我自认为我精神是真的没有问题。白天上班,晚上太难过了。他睡着的时候也能知道我心想什么。真的"
6007,psy525_107407,1.8,1.17,0.142,,关于喜欢恐怖小说的问题。,"老师您好,我现在25岁了,性格比较内向,比较喜欢看一些恐怖推理类型的小说,想知道自己这样是不是不正常,算是心理有问题么?"
4887,psy525_106046,1.17,1.17,0.310,,不会调节自己的情绪,"心情一不好就会觉得所有人都是坏人,动不动就删了自己的QQ好友等,如何调节这样的情绪"
80,psy525_10194,1.13,1.17,0.125,,感觉非常压抑,感觉非常压抑非常的自卑干什么事很不自信
800,psy525_10991,2.8,1.3,0.367,,家庭关系婆媳关系不好,"发现老公对他妈妈言听计从,婆婆过分依赖儿子,因为一点鸡毛蒜皮小事老公要和我离婚,因为他妈妈掺和进来把陈芝麻烂谷子的事都翻出来说我这不好那不好,老公什么都听他妈的"
676,psy525_10846,1.9,2.2,0.109,,心里有事情明知不对却放不下,"前男友要订婚了,可是他老来找我,撩拨我的思绪,我们并不合适,可是在一起却开心。我知道他也为难,可是觉得他做的很不对,我真的很想逃离这种状态,感觉自己都要疯了"
2127,psy525_102841,2.2,2.2,0.415,,请教:如何克服一年级6岁孩子害怕老师的心理?谢谢,"孩子最近一个月,每缝录英语口语作时,特别紧张,声音有些发抖,一开始我没太注意,10月12日晚录口语作业时,双手发抖(当天挨老师批评,老师说了此类话“再读错了就不"
6361,psy525_107900,1.7,1.7,0.453,,心里很痛苦,"心里很难受,很压抑,特别痛苦,总是做后悔的事,说后悔的话,压力很大,特别难受"
7079,psy525_108807,1.15,1.17,0.282,,天天都用性冲动,"天天都有性冲动,看见穿丝袜的女人的想做"
6420,psy525_107984,1.15,1.17,0.235,,对异性的排斥,对异性的排斥这种人应该是哪种的?
3831,psy525_104862,1.12,1.17,0.140,,性格胆小怕事,"老师,我觉得我好胆小怕事,怎么办"
1257,psy525_11494,2.1,2.1,0.528,,生无可恋想死,觉得活着是对身边人的拖累什么都不想做
4042,psy525_105114,3.2,2.1,0.167,,想自杀想死,"我是一名中学生,每当遇到心烦的事,会自残,最严重的是如果和妈妈起争执,会想杀了妈妈,想杀了所有讨厌的人,想自杀,没有安全感,会妄想许多不现实的东西,喜欢密闭狭小"
77,psy525_10191,1.12,1.17,0.190,,感觉自己的脾气就像小孩子一样,"易怒,性格晴雨不定,开心过于开心,会做出很幼稚的举动"
5286,psy525_106473,1.12,1.17,0.279,,"对外界事物不感兴趣,希望什么事情都与我无关,有时候希望所有人都不要和我说话,有时候又特别需要有人陪,","对外界事物不感兴趣,希望什么事情都与我无关,有时候希望所有人都不要和我说话,有时候又特别需要有人陪,请问医生,这种情况该怎么办?"
6422,psy525_107986,1.2,1.2,0.148,,"爱情失败,寻求帮助","我们之间不会沟通,也沟通不了,永远都是误解,和老公冷战,刚领证还没办婚礼,生气出来1个月了,老公没问过我在哪?"
3508,psy525_104481,1.8,1.8,0.136,,现在的人就那么喜欢有事没事说别人的八卦吗??,"一个单位,有人喜欢我,就有人天天说。。拿这个坐席。不把我放在眼里说的我好痛苦啊。。我真的不想听,吧我的关系都弄差了,人际关系难处理。。"
4230,psy525_105325,1.15,1.17,0.146,,喜欢中年女性,"从小就有恋母倾向,现在看到成熟的中念女性,下面就会勃起,好苦恼"
4281,psy525_105379,2.2,1.17,0.148,,"有梦想的我已经被现实打败了,刚来上海时那么多要实现的梦,就只能是梦了。","我不知道怎样处理人际关系,我都十九了,早早出来打工,现在在上海打工。要回家了,说实话还挺害怕回去见那些亲戚的,我大表嫂特看不起人,因为我家农村的离市区很远,从上"
8096,psy525_109920,1.7,1.2,0.146,,怎么和强势的妈妈相处,"和妈妈关系不好,对我的约束太多,无法做自己和没有了自信。很久以前就不想和她说话,爸爸在的时候只和爸爸说话,现在爸爸不在了,没有了安全感,为了躲避不和妈妈说话,我"
7364,psy525_109120,2.4,1.8,0.134,,男朋友动手打我,"男朋友动手打我,因为我三天没去上自习。他说他每天看不到我就生气。那三天我们基本没联系。后来还不承认他打我。之前还有一次,还是因为我不好好学习,他推过我一次。(他"
2966,psy525_103847,2.4,2.1,0.116,,走不出失恋的阴影,"分手了,可是我还爱着她,过去因为我对她不够好,她有人追,我们就分了,我知道她已经对我没感觉,但是还是放不下,总是很后悔当初没有好好珍惜,好压抑,一直睡不好,我不"
1514,psy525_101937,2.2,2.2,0.806,,心理害怕了,结婚一个星期了还是害怕第一次老公也不忍心强迫我还是我害怕时间拖得越久越造成我们两的婚姻生活不好
1202,psy525_11431,2.9,1.9,0.146,,"男友是初恋,我也受过感情伤害,他现在对我态度冷淡,不想分手怎么办","我的初恋男友半年前和我高中时好朋友在一起了,我喝的酩酊大醉决心忘了他,要过得更好,可是过了两个月我就有找到一个人,对我很好开始,后来嫌我脾气太作一个月就分手了…"
7098,psy525_108827,1.15,1.1,0.133,,为孩子咨询的问题,"孩子患有两性畸形,现在需要做手术纠正性别,以前一直是女性身份,现在12岁了,想纠正为男性,不知道怎么跟孩子说这事,不知道能否为孩子做一个心理治疗"
7708,psy525_109491,2.2,2.2,0.202,,心里觉得孩子不是老公的,"没结婚之前跟别人发生过关系,跟老公也发生过,后来怀孕了,生下之后别人有时候说孩子长得像他有时候也像我我总害怕不是他的"
6454,psy525_108026,1.2,1.2,0.275,,管不了孩子了,"孩子现在18虚岁,交了个女朋友,大手大脚花钱,两千块钱没几天就花完,不给钱就结交一个人去网吧偷手机。家长跟他沟通不了也根本不听。我想问问我们做家长的该怎么做,我"
588,psy525_10748,1.9,1.8,0.139,,如何处理感情问题,"对男友很好,可能有点宠坏他的感觉,他经常闹小情绪,经常莫名其妙吃醋,然后不睬我,怎么样可以让他更在乎我一点更重视我一点"
5428,psy525_106631,2.6,1.17,0.136,,不想谈恋爱了,让自己心情很不好。每天很烦躁。吃不下饭。影响生活~掉头发不想睡觉。上班经常迟到。经常失业。这个文图很严重
2266,psy525_103015,1.12,1.2,0.147,,怎有才能改变自己,"一遇到不公平的事情,往往不会据理力争,心里难受又无法排解,我该怎么办呢,是原地踏步,还是换个环境,既然我的性格不适合跟人抢,真的每次都是有利益关系的时候都会被抢"
7787,psy525_109581,1.17,1.17,0.344,,是不是只有少数女人才会主动追求男人?,是不是只有少数女人才会主动追求男人?
727,psy525_10912,2.6,2.1,0.126,,"医生,这是心理问题还是精神问题","我老公的弟弟,失恋了,现在搞得吃不下,睡不着,老是自己走出去,不愿跟我们说话,人也很瘦,他每次失恋都是这样的,该怎么解决了"
6150,psy525_107611,2.9,2.9,0.176,,心里很痛苦,"前几个月单位给我调岗,新岗位的同事和领导很不友好,总是排挤和刁难我,我每天总是疲于迎合她们,很心累所以下班后才做点自己喜欢的事,回家有点晚,可我父母却跟单位请假"
8273,psy525_110110,2.9,1.3,0.323,,与父母关系紧张,"我生长在一个农村家庭,家庭成员有我爷爷、爸爸,妈妈、妹妹、我、还有我妻子和孩子。我父母在我心目中就是一个自私的人,他们对爷爷奶奶总是恶语相向,尤其我妈妈最为突出"
6754,psy525_108416,2.4,1.1,0.253,,"你好,想问个家庭问题","你好,老师。我现在一事无成,搞的自己处境很差。不知道是什么原因。然后我觉得是不是我小时候父母教育和影响造成我的性格,然后导致今天地步的????小时候我爸跟我妈只"
3823,psy525_104853,1.8,1.8,0.230,,"处理不好身边的人际关系,没有一个深交的朋友,时不时就会觉得心谎。","平时跟宿舍中的三个人走到一块,但是总感觉她们不是我想要交的类型,平时也没有共同话题,自己比较内向,不太爱说话,在宿舍内感觉挺压抑的。"
914,psy525_11114,3.5,2.1,0.148,,怎么样才能放下,"你好这件事情已经发生在三年前了。三年前的一天我去邻村的一个篮球场打篮球,有一个人投球的时候不小心投到了我的脸上,那天我心情也不好,又拿球朝他砸了过去,并且骂了他"
5983,psy525_107368,1.9,1.9,0.201,,我老是做梦,"我差点被洪水冲走了我男友都不救我,他抱着别人在救别人"
6294,psy525_107808,1.16,1.2,0.141,,要不要转学,"儿子考上重点中学,现在却要求转回离家较近的镇中学"
6236,psy525_107732,1.7,1.2,0.152,,"婚姻中。两个人没有共同语言,没有话题。","婚姻中没有共同话题,我心累了,沉默不语,怎么办呢现在"
7970,psy525_109780,1.8,1.8,0.149,,"我觉得自己太卑微,别人看轻我,不屑于和我交流,优秀的人不屑于和我接触。","我是小学老师,写字(粉笔字,钢笔字,毛笔字)一直特别难看,也不会说话,不爱说话,性格孤僻内向,很自卑。好像这都是天生的?不能改变的?"
6701,psy525_108339,1.16,1.17,0.147,,高中生早恋叛逆,"我喜欢我们的班主任,由于我因为他情绪不稳定,我不知道怎么办,就告诉他我喜欢他,然后他就委婉拒绝了,但是我现在心里更加难过,老师似乎不太喜欢我了,我该怎么办呢?"
5168,psy525_106346,1.6,1.17,0.150,,人心静下来会怎么样,人心静下来会感受到自己的呼吸吗?如果感受到自己的呼吸会导致难入睡吗?
3145,psy525_104060,1.13,1.17,0.196,,"13岁男孩敏感、易怒,脾气暴躁,偶有打架行为","13岁男生敏感,脾气暴躁易怒,偶有打架行为"
8079,psy525_109901,1.3,1.17,0.105,,我弟弟上大学是谈那个女孩子分手了之后就精神不对,四五年了我爸妈很难受这15年里的我弟弟的精神状态一直不好一起一直靠吃药这几天好像精神又不对了不知是怎么回事希望通过咨询心理治疗
7980,psy525_109790,1.8,1.8,0.327,,"女朋友要和我分手,","我女朋友要和我分手,可是我一点都不想分,我在怎么挽留都没有用了,我真的一点都舍不得,请老师帮帮我,"
3357,psy525_104312,1.12,1.17,0.210,,情绪化变重了,"最近不知道为什么,情绪化加重了,对啥都不感兴趣,觉得室友有时候很烦,不知道为啥,想找一种方法,可以让自己变得快乐"
3504,psy525_104477,1.8,1.17,0.148,,为什么我总找不准自己的位置,"为什么我总找不到自己的位置,不知道自己该是外向还是内向,该跟人们话多还是话少,为人处事中该怎样做,我不知道我到底是什么性格,为什么会这样?"
6552,psy525_108152,3.3,2.2,0.144,,"常常会听到周围的人骂我,经常我感觉发生的事情,向周围的人求证都说没有发生。","在前有心理老师诊断是复合型心理创伤,但是我不做恶梦。我有自残心理,并且从内心觉得自己是被排斥的,我经常紧张就颤抖"
4839,psy525_105996,1.8,1.8,0.267,,"心情好差,咨询师找过男朋友后,他不理我了。",……………………没没没没没没没没没没
1536,psy525_101970,1.8,1.8,0.280,,分手了想挽留又想戒掉前男友,"你好,我和我前男友恋爱3年,我很矛盾,我想挽留,因为还爱,他也爱我,但是我们相处过场钟出现很多问题,大家都在痛苦之中,但是我又很痛苦,又想忘记,很矛盾"
2471,psy525_103266,1.15,1.3,0.123,,孩子心理咨询,"我儿子今年12岁,经常会偷偷去拿女性的内衣裤回家收藏起来,这现象已经有一段时间了,真心担心孩儿的未来成长,希望得到医生的帮助"
5380,psy525_106576,3.4,2.1,0.137,,女儿的心理问题,"女儿7岁,近期很反常:把自己身上的痣(不疼不痒)持续抠到烂。和很多同学长期为小事儿争执,动手打人。长时间偷同学的积分卡,前天还偷了同学103元。经常欺骗。"
620,psy525_10782,1.8,1.8,0.281,,"为什么和自己一个同学在一块心里怪怪的,而且学不下去",和他在一块老学不下去
2643,psy525_103467,1.1,1.1,0.364,,拖延症越来越严重了怎么办??,"我是一个高二的学生了,现在拖延症越来越严重。本来很早写完的作业,现在要到很晚才能做完,做的时候不知道都在磨什么,再这样下去很容易影响我的成绩的"
4398,psy525_105504,2.4,2.4,0.139,,我觉得夜深人静的时候比一下兰花指装一下女生的声音蛮能够解压的因为我作为男人的压力和背负过去的阴影太重,我觉得夜深人静的时候比一下兰花指装一下女生的声音蛮能够解压的因为我作为男人的压力和背负过去的阴影太重了。
8089,psy525_109913,2.4,2.4,0.235,,"对,我有从小被男生和父亲打的心理阴影所以我现在面对情敌都不敢追求她了。我就是怕情敌针对我。老师,你可","对,我有从小被男生和父亲打的心理阴影所以我现在面对情敌都不敢追求她了。我就是怕情敌针对我。老师,你可懂男人的屈辱?她确实喜欢我但是她希望我主动征服她。"
1570,psy525_102023,1.13,1.1,0.238,,"觉得大学很失落,自卑,不如人家,参加好多竞选都没选上,觉得自己不够好","希望专家可以开导我,在大学里怎么做"
6317,psy525_107839,2.7,2.7,0.144,,该怎么办很难受,"今天去妇科检查,男朋友千叮咛万嘱咐一定要女医生检查,谁知道挂号之后只有一个男医生,然后里面有个女护士,当时以为是女护士给我做白带抽取,也没觉得有什么。然后就进去"
8057,psy525_109876,1.3,1.3,0.134,,怎么对付封建垄断冲突型的家庭,怎么对付封建垄断冲突型的家庭
188,psy525_10320,2.4,2.4,0.295,,我们还能和好如初吗?,"我们还能和好吗?我跟老公在一起12年了,我们是同学,我和他都是对方的初恋也是唯一,他对我很好,我性格很强势,每次吵架都是他认错哄我,我们才开始出来打工钱不够花的"
4065,psy525_105138,1.12,2.1,0.135,,我脾气不好!怎么办!,"我总感觉我的脾气不好!性格也不好!特想改。改好一点,改!改!改!这个样子怎么嫁得出去,哎!担心!"
228,psy525_10362,3.3,1.17,0.134,,我怎么了。。吃药之后还有救么。。,"我最近很烦。。做什么事情都不专心。。不知道为什么。。。因此。我学会了玩自残。。卡耐基说。有的病人用病弱来求取别人的关注和同情,而让自己显得很重要。。或许这就是我"
3939,psy525_104999,1.7,1.17,0.192,,人生好累好烦,"老师,从小到大一直到现在,积累了不知道多少事情,每次我都会想,这件事又叫我这么累,但其实我的能力真不大,甚至说我不是动脑筋型的,也不是策略型的,而且我非常讨厌费"
8359,psy525_110200,1.12,1.1,0.134,,人际交往问题,男生21性格比较没戒备情绪不稳定想法也是经常变化从小到大只喜欢过男生暗自喜欢过好多帅气的男生应该怎么办呢?
3446,psy525_104410,1.9,1.8,0.147,,"外国人给我表白,我不知道如何回应。","我是在今年暑假去马来西亚做志愿者的时候认识他的,在一个聊天软件上认识的。他比我大8岁,人很好,是马来西亚华人,我今年20,上大二。在那边做志愿的时候,我有很多问"
6809,psy525_108492,1.9,1.9,0.353,,婚姻誓言的背叛,"我放不下背叛自己的女人,心理矛盾,痛苦,不知道是不是继续下去,"
1206,psy525_11435,1.7,1.7,0.147,,不知如何把握自己的性格,"我很敏感很在乎别人的看法,整日紧张,座位子上就不想动,但并不在乎自己人缘好不好看的很开,我是不是太人格分裂了,这如何把握"
1751,psy525_102314,3.4,3.4,0.134,,儿子突然就不正常了,"近期儿子表现的特别异常,无缘无故发脾气,打人,突然又一句话都不说,眼神和表情都很怪异,不和小朋友玩,也不好好吃饭!是不是生什么病了?"
1409,psy525_101793,2.9,1.8,0.144,,关于男女朋友吵架的问题,"我男朋友也不知道为什么跟我生气,都好几天了也不说话,跟他说感觉他特烦我,才说一句话就让我滚,我问他为什么生气,他让我自己想,我要是知道怎么了就不会问了,我这个人"
6159,psy525_107625,1.15,1.17,0.251,,自己内心怎么都那么渴望想去要那些鱼,"表弟后来钓鱼手工,我钓的两条也在里面。看了里面的鱼,内心好像有一种渴望,自己也希望得到。自己拿回家有一种成就,荣誉,满足感。表弟也是需要,感受到了表弟和我一样。"
5240,psy525_106423,1.8,1.3,0.134,,"婚期定了,但是我却越来越不希望那天的到来","家里人介绍的对象,相处了一年,感觉还行就定了,,,最近结婚的时间也确定下来,但是我很不希望那天的到来,时间越来越近,对那个人觉得也越来越觉得烦,对他的触碰感到反"
3424,psy525_104385,1.12,2.2,0.139,,保护亦或是扼杀自我,"我的身体中住着另一个“我”,他以保护我为目的,他同时声称要在18岁时灭了我,他霸占着我的主观意识,现在我的心脏开始绞痛了,我还不知道怎样去夺回我的躯体(男,17"
1739,psy525_102281,1.16,1.17,0.139,,"你好,我是想问问我儿子的情况","我儿子有严重的心里问题,对生活失去信心,严重影响了他对事世的态度,劝他去看心里医生他又不去,我应该怎么办呢,求帮助"
1294,psy525_11533,1.8,1.8,0.131,,"老婆背着我跟男人吃饭,被我抓住了","当时我说今晚同学聚会晚些回家,我撒了个谎,1小时后回家家里没人,我故意打电话问她吃了没,她说,一会到楼下买点药头痛,我在家打的电话,她说她到楼下买药,她在说谎,"
4763,psy525_105913,2.8,2.1,0.104,,自慰成瘾该怎么纠正,"从小开始自慰,到现在戒不掉,虽然和女友同居但每天都会偷偷自慰,根本忍不住。"
7643,psy525_109422,1.2,2.1,0.126,,为什么越得不到的人越想得到?,"高中开始喜欢,期间表白数次,均被拒绝。到现在大一一直念念不忘。曾自作多情过以为马上就追到她了,顿时没那么喜欢了。后来搞清楚是自作多情后,又十分想得到她。一句话来"
1188,psy525_11416,2.8,1.3,0.200,,我偷用了爸爸卡里的钱该怎么办。,"阿姨您好我是一名在校大学生,因为被朋友带的玩网上赌博,这几天输了钱就偷偷用爸爸的银行卡转了12000。然后现在输掉了,我好后悔了,我现在好想跟我爸妈说,我知道我"
5881,psy525_107210,1.9,1.8,0.142,,不喜男友看黄视频,"之前因为男友有一段时间每天下载一部黄片而被我教训了。后来就改了很多。其实我本身不反对看黄片的,我也会一起看,但是我容忍不了他偷偷看,就怕他天天看沉迷。所以一发现"
7094,psy525_108823,2.2,2.2,0.260,,失眠焦虑失眠恐惧症,失眠及失眠恐惧症焦虑疲乏很困扰不知道怎么办才好
2355,psy525_103125,2.7,2.1,0.147,,"浑身疼,睡不好觉","不定时浑身疼,头疼,检查你也没什么问题,关键是晚上睡一个小时就睡不着觉,还疼"
4716,psy525_105860,1.7,1.8,0.223,,"我希望高三的时候压力大,对于我来说必须谈个恋爱才能减压。体育运动代替不了异性朋友更代替不了女朋友。","我希望高三的时候压力大,对于我来说必须谈个恋爱才能减压。体育运动代替不了异性朋友更代替不了女朋友。"
6956,psy525_108672,3.4,2.1,0.183,,"焦躁不安,有暴力冲动","我常常会突然地焦虑,无名火,一个人的时候如果有事做还好一点,无聊之后会慢慢地焦虑,然后开始有暴力冲动,到最后甚至会出现自杀的念头,不过我还会保持理性,就像我是两"
550,psy525_10707,2.4,1.8,0.149,,为什么总觉得自己必须有喜欢的人呢?,"我以前没有察觉,直到昨天晚上被一个男生拒绝才反思,我总是想要找一个自己喜欢的人,就算心里偷偷喜欢,也想找一个,反正就是不能让自己的心没有喜欢的人。我和昨晚拒绝我"
1894,psy525_102512,1.12,1.8,0.133,,绿色性格过当怎么办,"希望给出建议,以及相应的措施"
129,psy525_10245,1.11,1.17,0.147,,忘不掉的想念,"从小的时候,我对一个女孩很在意,每当经过她家的时候就想去看看。现在10多年过去了,我听说他回家了,我就去她家看她,她变样了,变成大姑娘了。我说:你还认识我不,她"
5992,psy525_107380,2.9,2.9,0.139,,三十七精神病态人怎么治疗,"从少年期逐步形成不良人格,现存在多种不健康心理疾病,现在自己认为是忧郁症,有心理疾病,但自己认为心理咨询师的水平达不到他的要求,故不咨询。父亲多次咨询精神病专家"
4864,psy525_106022,1.8,1.8,0.147,,"孩子偷东西,爱撒谎怎么办?","孩子马上10岁了,总是爱偷同学的东西,撒谎!打了,骂了,他继续我行我素不改正怎么办啊?"
8122,psy525_109950,1.15,1.17,0.138,,我喜欢女性睡裙,我最近老是拿女人穿过的睡裙女童穿过的连衣裙我裙还有女孩穿过的小学生校服用舌头舔舔拿嘴咬然后拿着他们手淫射精
6366,psy525_107909,1.12,1.17,0.148,,孩子性格偏激,"孩子有时生气时,表情特别恐怖,就是自己控制不了自己的那种,常常自己对自己造成很大伤害。"
6734,psy525_108380,2.7,1.2,0.128,,恋爱情感问题,"这里是女生,les。我并不认为同性恋是错的,所以问题也不是和同性恋相关,只是遇到了异性恋同样会出现的情感问题。她是个很可爱的女孩子,我们在一起也很开心,但是时间"
3151,psy525_104066,2.4,1.2,0.211,,她总是说我不爱他,"结婚两年了,结婚时还是挺好的,可自从老婆生了小孩,去我老家做了月子之后,在在一起上班就经常会说我不理解她的心情,我不爱她,我们是打工认识,相识后结婚,她湖南,我"
6583,psy525_108189,1.8,1.8,0.143,,室友相处问题,"如果我因为实在看不下去室友的个人生活习惯问题,而选择将自己孤立出来,尽量与他们不产生任何交际,我做的对吗?或者说我做的有错吗?"
1174,psy525_11402,1.13,1.17,0.149,,"不想跟任何人联系,感觉特别自卑","回家过年,感觉大家混的都可以,自己是越来越混,不想跟任何人联系,也不愿和任何人说话"
130,psy525_10246,3.4,2.1,0.153,,"你好,我就是觉得我心理有毛病","非常容易发火,明明不是那个意思可说出口的话很伤人,之后自己又会非常懊恼,比如说,我刚做好饭,叫家人吃饭,突然老公说他的姐姐和姐夫要来吃饭,我本来只做了很少的饭菜"
8349,psy525_110190,2.9,1.8,0.120,,性的岐变该怎么办?,"本人男21岁在校大学生还是处男没和女生做过爱,但是我挺喜欢自慰的这不重要重要的是我喜欢在图书馆看着妹子悄悄自慰,因为本人也爱好心理学拜读过弗洛伊德和蔼理士的性心"
5322,psy525_106514,1.7,1.9,0.148,,"婚姻危机,没了信任","老公出过轨,现在怎么都感觉不信任了,自己每天东想西想,好累好累"
3347,psy525_104294,2.7,2.2,0.147,,"强迫症,怀疑老公","可以帮我不怀疑老公,家庭和睦吗?"
